-10.811792079960053,-10.876256183552863,-11.516747471296409,-10.848922799759777
-10.670848044514244,-11.084649470031732,-11.124884406348954,-10.635097947646848
-10.419385058273878,-10.811029073872536,-10.53306346631113,-10.483807488275648
-9.579424295402667,-10.492934460517915,-10.085604611937299,-10.15628037808094
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-10.402373368628915,-10.501649589352983,-10.642314034413193,-10.611147346723435
-10.642314034413193,-10.402373368628915,-10.723997934127837,-10.402373368628915
0.0,0.0,0.0,0.0
-12.200447584284447,-12.113050299718477,-12.162080900613844,-12.203432275926792
-11.999550114924613,-14.193211816377659,-12.170107957714592,-12.162080900613844
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-11.015856472726728,-11.297503855123622,-11.543572508627694,-11.052939694180461
-10.684147737009926,-11.038999944836835,-11.003232316987043,-10.641822543401545
-10.066796800550136,-10.124188983586134,-10.879918641683958,-10.152055113391906
-10.402373368628915,-10.428701773539263,-10.60939549412407,-10.52754034297216
-10.402373368628915,-10.355329634670948,-10.597422703766016,-10.45560880798049
-10.59344587028281,-10.284826942099876,-10.5306758050761,-10.642314034413193
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-12.263419751392295,-12.358028878098498,-12.358028878098498,-12.603091708018876
-12.392167531464136,-14.460381647845601,-12.454174758344344,-12.416395920858047
-12.735351202242384,-13.316535357216921,-12.589229080694922,-12.134883316057826
-11.9611086160142,-11.754983195912,-12.654127889444196,-11.759498699096934
-11.397699438654566,-11.543572508627694,-12.052300925402136,-11.435697516066408
-11.109838497635032,-11.115015269530005,-11.605949524462627,-11.091203312676313
-10.545503948830692,-10.829927261441581,-11.783632127428923,-10.821259718742512
-10.496839496310503,-10.642314034413193,-11.41704360954683,-10.448749568835584
-10.513947451325489,-10.402373368628915,-10.427460274361977,-10.378447550194071
-10.53506988591299,-10.15628037808094,-10.416810150002055,-10.019386378675218
-10.15628037808094,-10.15628037808094,-10.03920381010535,-10.15628037808094
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-12.757491694718949,-14.18144498714826,-13.435024851822977,-13.179317663110726
-13.006949628721996,-13.049877422793127,-13.557502742985262,-12.916967422186325
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-11.219459592712077,-11.477168960507987,-11.326741034489942,-11.361030911617739
-11.005390479061496,-11.104188241339294,-11.181671823113302,-11.104349778964043
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-13.094043236631666,-12.916967422186325,-12.916967422186325,-13.26230950930897
-13.599149230527402,-17.96987663678035,-13.243396023913457,-13.281319624109724
-13.096559043560674,-14.00488042888838,-13.554338230551124,-13.346189744806455
-13.232518048302627,-13.429960840322309,-13.770025010399635,-13.266692155715875
0.0,0.0,0.0,0.0
-11.754983195912,-12.197391768253777,-11.754983195912,-11.779499173222122
-11.582969824077058,-11.826248947906883,-11.681616231560671,-11.826593144445535
-11.380636594154943,-11.42034293131944,-11.652336626656393,-11.754983195912
0.0,0.0,0.0,0.0
-11.543572508627694,-11.543572508627694,-11.543572508627694,-11.593835307047804
-11.543572508627694,-11.686400375223712,-11.49560374713196,-11.595178004304714
-11.543572508627694,-11.634222874920768,-11.671172820091812,-11.543572508627694
0.0,0.0,0.0,0.0
-13.87641905939782,-17.891052622740858,-14.90341533228379,-13.70387936259767
-13.422915910040212,-14.295219955886271,-15.157658690470775,-13.636885671184386
-13.480819248769194,-13.435807957800238,-14.477201635886715,-13.599149230527402
0.0,0.0,0.0,0.0
-12.02440976721277,-12.587204847164045,-11.9611086160142,-12.159900935862407
-11.880735722800841,-11.9611086160142,-11.798466710814889,-11.85375763774179
-11.6175505192459,-11.668874064237563,-11.946954761512945,-11.847932342447713
-11.9611086160142,-12.030647231257003,-12.097176281699056,-11.9611086160142
0.0,0.0,0.0,0.0
-11.418872850481296,-11.743342088703685,-11.543572508627694,-11.569327765615938
-11.611853261512717,-11.568342565173191,-11.547702078980468,-11.543572508627694
0.0,0.0,0.0,0.0
-14.172419745035555,-18.1049201904836,-17.36124389226193,-14.075091106530166
-13.747073719434166,-14.125410760043732,-17.324594022838646,-13.763263722100563
-13.412022302051138,-13.312448890590222,-16.947109127135114,-13.435024851822977
0.0,0.0,0.0,0.0
-12.329158689030088,-12.69624288747518,-12.358028878098498,-12.358028878098498
0.0,0.0,0.0,0.0
-11.735156648128845,-11.773731858026876,-11.754983195912,-11.764724521627453
-11.991215777026966,-11.775963910483512,-11.780276330147007,-11.782344440111029
-11.543572508627694,-11.587809818124555,-11.751024149499802,-11.672990039771335
-11.593029104955242,-11.543572508627694,-11.586868623741076,-11.598922106549296
-11.675137932707873,-11.334137427210237,-11.336010804004562,-11.543572508627694
-18.240160332195288,-19.256364519347482,-18.598753167102615,-15.068150548654774
-14.463758625811241,-18.19459975375418,-18.65383509509227,-14.808584179423871
-13.935384445039958,-13.915191237270111,-18.54910067209221,-14.6156251603933
-13.086734409134547,-13.253014957437998,-18.526100062852777,-14.638701204243304
0.0,0.0,0.0,0.0
-12.49937080834162,-12.5410762599859,-12.549078156146035,-12.413880218978251
-12.162080900613844,-12.513270893688674,-12.094624663181229,-12.28427427405527
-12.015268558986262,-11.9611086160142,-12.279626145590182,-12.010513065490919
-11.75065930917079,-11.754983195912,-12.145663343377626,-11.850968538114135
-11.749523233904998,-11.754983195912,-11.664252928357818,-11.543572508627694
0.0,0.0,0.0,0.0
-11.583601893960438,-11.326741034489942,-11.326741034489942,-11.326741034489942
-18.32815231558552,-19.292642002864405,-19.155485796866706,-18.359498464393845
-14.712980060217383,-18.1012872985131,-19.08108480155984,-18.284156323890407
0.0,0.0,0.0,0.0
-13.078076426521797,-13.094043236631666,-13.094043236631666,-13.111208738055467
-12.916967422186325,-12.916967422186325,-12.97336472311501,-12.95423551051291
-12.637447937816894,-12.549078156146035,-12.90847867548751,-12.705607221821236
-12.461154946747989,-12.549078156146035,-12.672751012740932,-12.549078156146035
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
