-11.9611086160142,-11.870893075698328,-12.162080900613844,-12.184984767457332
-12.162080900613844,-12.263014870653702,-12.084495601284615,-12.174107945977589
-12.162080900613844,-14.201667975508563,-12.141814027531247,-11.992384428282765
-11.754983195912,-11.9611086160142,-12.146060312551313,-11.854778961591844
-11.754983195912,-11.754983195912,-12.021546369443,-11.781827848147255
-11.543572508627694,-11.543572508627694,-11.767889588972114,-11.543572508627694
0.0,0.0,0.0,0.0
-8.24759023572754,-8.640675204878114,-8.24759023572754,-8.541400479834351
0.0,0.0,0.0,0.0
-5.609032256380301,-7.277390107667581,-3.248168130004883,8.5
-5.240033083466976,-5.00183970358016,-3.919086783396912,10.0
0.0,0.0,0.0,0.0
-11.85453431623467,-11.727578337457821,-11.754983195912,-11.67565796555107
-12.111230117397412,-12.358028878098498,-11.705737136857369,-11.678719877954965
-11.597105629380287,-13.993049334269688,-11.827518494161783,-11.543572508627694
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-8.551788118933377,-10.351149972093333,-7.637175790377425,-7.2900168593088885
-7.637175790377425,-9.998778825548394,-8.028297164219495,-6.687887818649628
-6.300963512973778,-8.211336307431468,-8.548519726423457,-5.987250343517191
-5.3942992307479045,-6.661596631503485,-8.820402914632012,-5.249737203726307
10.0,-3.248168130004883,-8.467642096490636,-4.4734075828712445
-11.593171085746462,-11.890208916575686,-11.754983195912,-11.543572508627694
0.0,0.0,0.0,0.0
-11.22259523512261,-14.151084625737631,-10.642314034413193,-10.53185984102541
-10.876256183552863,-11.663707498421367,-10.975482887148635,-10.71861885385764
-10.876256183552863,-11.055089733707138,-11.321333471058821,-10.303671520551783
-11.104349778964043,-10.802112215942486,-11.204606803477281,-9.880570661043478
-10.15628037808094,-11.158046706377107,-10.858814928156715,-9.473310784658157
-9.049618096885943,-10.951661679271755,-11.096231521887473,-8.95884859143941
-8.254139909618889,-10.402373368628915,-11.228602387829952,-8.383143439558168
-6.9858983523707945,-8.24759023572754,-10.339490327673806,-7.946246395617989
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-11.855861643451375,-11.754983195912,-11.754983195912,-12.039805665661836
-11.9611086160142,-12.02757475845755,-11.911200843550013,-11.937756449337126
-11.579217782404562,-14.199620057510025,-11.754079762438913,-11.56742451293739
-11.110194704563327,-11.543572508627694,-12.14177616421026,-11.123612637400328
